shipmentid,orderid,shipmentdate,estimateddeliverydate,actualdeliverydate,carrier,trackingnumber
1893,115,2021-05-24,2022-08-20,,USPS,dfa0c7ed-a9d7-441a-8934-2884f07dd434
1894,3005,2021-07-26,2022-02-02,2020-05-18,FedEx,
1895,2187,2020-02-08,2020-07-05,2023-07-16,DHL,e89d2639-1fc4-4628-b18e-873fdf74b79f
1896,2804,2022-09-18,2023-07-31,2020-12-23,USPS,be12add2-fa88-4b4b-8eeb-ea6ff73d2046
1897,2000,2023-09-23,2020-04-12,2022-04-30,FedEx,01374cab-9b67-4830-949d-6eddca649c4b
1898,170,2020-06-02,2020-12-19,2020-08-14,UPS,785fb265-f57c-4f11-aba8-0a349fad50ab
1899,2597,2021-05-03,2022-06-23,2021-03-24,DHL,8d334b09-8c84-4c4e-b4da-1c778c23bfa1
1900,1301,2021-03-22,2023-05-15,2022-04-14,FedEx,
1901,1368,2023-06-12,2020-10-14,,UPS,
1902,1,2020-09-01,2022-07-10,,UPS,e5430fd1-f076-42f3-8254-d703c818737b
1903,1560,2021-07-16,2021-07-09,,DHL,3b4043f7-b7e2-46f0-ad29-1772d17a1ebb
1904,1897,2020-11-29,2022-08-04,,UPS,
1905,2323,2021-05-31,2022-03-12,2020-06-23,FedEx,
1906,2121,2021-09-30,2022-05-07,,USPS,fe08f1f9-9a3b-4992-a6a3-f22f4b4e4853
1907,2037,2020-09-21,2020-12-23,2022-09-07,Local Courier,
1908,1836,2022-04-10,2021-04-01,2022-08-13,USPS,1cfe3efd-0fc6-4aae-a560-ccf573d743c4
1909,2907,2022-04-28,2022-04-13,2021-12-07,FedEx,
1910,345,2022-11-11,2023-04-30,,USPS,
1911,1624,2021-08-05,2023-11-04,2020-05-27,FedEx,a724ef4d-42a3-4dd9-9f97-7db2b3fe16ed
1912,1860,2022-05-19,2020-04-26,2020-03-08,FedEx,
1913,2128,2023-06-14,2021-01-21,,DHL,
1914,2603,2020-02-01,2022-02-03,2021-10-13,USPS,
1915,462,2022-10-28,2022-11-27,2021-02-10,FedEx,
1916,3083,2020-07-10,2020-02-08,2020-09-21,DHL,
1917,2174,2022-07-20,2022-03-15,2022-02-12,USPS,
1918,2070,2020-03-15,2022-02-17,,FedEx,be7e5d84-8bf0-4077-9901-7d5375990b9b
1919,1384,2021-04-03,2020-07-08,2023-05-02,UPS,
1920,2874,2021-06-18,2021-10-20,2020-11-24,Local Courier,f4bf90d2-eaec-4830-a0ca-1b2ae114464e
1921,2702,2023-02-01,2021-11-14,2023-04-25,UPS,
1922,2481,2023-07-01,2020-05-09,,Local Courier,
1923,750,2022-05-06,2023-08-11,2022-09-23,DHL,08143bcc-a681-4ad5-899f-1ba2222791c2
1924,1038,2023-01-30,2022-12-24,2021-06-28,DHL,35b61545-d0b0-425e-b4da-4ceb9e3bfee9
1925,416,2021-10-11,2022-03-01,2023-08-20,Local Courier,e65e2292-1d69-4001-9433-4af24c4b57a4
1926,1418,2021-11-23,2021-03-30,2021-02-14,UPS,15872873-9fe4-40df-834e-afb1c6d6a37c
1927,1686,2023-09-15,2022-08-29,2022-04-03,FedEx,
1928,605,2023-08-12,2023-07-12,2020-08-16,UPS,
1929,1075,2021-10-25,2023-06-01,,USPS,e3476b40-a67b-4032-b95d-4f49f44a0412
1930,1886,2021-02-25,2021-09-07,,FedEx,6687c2ee-1cb7-43c2-9d08-caa52de02d7d
1931,1662,2023-12-04,2022-11-06,,UPS,95dbf482-2366-4857-b772-cc203eea254a
1932,1153,2022-09-11,2021-09-21,2021-09-27,FedEx,
1933,1239,2021-08-25,2020-12-09,2023-01-06,UPS,a38be0b3-1d9f-496f-b078-6c317b7b877c
1934,2358,2021-10-05,2021-07-15,2020-06-25,UPS,fb131f45-4a33-4f36-a862-ae00ae55baf3
1935,637,2021-03-02,2021-10-29,2020-03-11,DHL,451fea6b-d82b-47a6-acb1-0404d161be6a
1936,500,2021-04-19,2020-08-05,,FedEx,87f40618-0b32-4f36-ba5c-ca7c7c84afc8
1937,1760,2023-08-07,2022-02-01,,FedEx,
1938,352,2021-10-27,2022-08-13,,FedEx,a9802644-f6c6-4946-8941-d8516f0def9c
1939,859,2023-10-21,2022-09-04,2021-01-18,USPS,2f944b45-af79-42ad-9c34-2a1cfbde6fd8
1940,1121,2021-12-06,2020-09-29,,USPS,bcd94beb-3d5e-4b90-81a3-858c439df7ca
1941,1140,2022-07-23,2023-09-04,,USPS,42db634a-3bab-4b36-91e3-d2cb24f98008
1942,2164,2020-10-26,2021-07-16,2020-07-14,FedEx,f0416074-4832-4a16-b534-64ac8ac0acbb
1943,2678,2020-12-13,2022-01-03,,Local Courier,
1944,492,2020-03-07,2022-05-18,,Local Courier,
1945,2259,2022-12-23,2020-07-10,2022-03-28,UPS,8d492f1e-9307-4657-a3e0-b4100e03156c
1946,3000,2022-05-14,2022-03-30,,FedEx,
1947,967,2021-01-22,2020-03-10,,UPS,d7537a2c-e2d4-47be-bef8-c7df53e51ff8
1948,2783,2023-11-23,2021-04-23,,Local Courier,6a78d77e-7554-4966-8e3f-9323c3f7049b
1949,2884,2020-08-16,2020-06-14,,Local Courier,
1950,3099,2020-12-30,2020-11-16,,Local Courier,
1952,194,2021-02-17,2023-04-14,,USPS,31bb4f74-e6a4-48c6-a7a0-809bf697c121
1953,2240,2020-02-03,2021-12-22,,USPS,877367f3-16af-49e2-ac81-ff478e7791be
1954,1662,2021-04-15,2021-04-18,2020-08-17,DHL,da594ea1-af16-4862-802c-619915d92222
1955,2310,2020-11-18,2023-10-16,,Local Courier,d418cb89-e65f-483a-9da0-0abdf1bce0e3
1956,332,2022-05-30,2020-09-01,2023-04-30,UPS,
1957,2216,2022-10-21,2022-01-24,,Local Courier,
1958,2488,2021-07-04,2022-06-26,,UPS,6d8912f7-1407-46db-b7a5-1de54f96770a
1959,1447,2023-09-25,2020-01-04,,USPS,5179b969-4fb0-4594-9551-be411d8f2634
1960,1111,2023-03-20,2022-10-13,,DHL,86cba3b6-fe60-4fbd-95fa-492296561b1d
1961,1896,2023-08-10,2022-09-19,,DHL,9fce3f00-2a4c-46ba-a8cd-c887a0bc4264
1962,1026,2023-12-20,2021-07-19,2020-03-07,FedEx,
1963,909,2021-07-12,2020-02-28,2023-12-15,UPS,c7b52d21-6d5f-43e4-90a1-af22e874bb70
1964,1047,2021-04-04,2021-09-29,,UPS,
1965,708,2021-11-20,2020-03-17,,UPS,2da1f303-e5a8-4cf6-8be3-f98204378521
1966,856,2020-02-08,2020-03-10,2021-04-17,Local Courier,f2974486-2e35-4875-b1fd-02d47ee7ccea
1967,534,2022-06-09,2020-06-10,,DHL,
1968,374,2023-05-06,2022-10-09,2021-11-14,FedEx,
1969,708,2022-01-26,2022-03-04,,FedEx,794aee5e-3729-40de-acfb-c86ff245e561
1970,2191,2023-07-06,2022-01-17,2020-02-23,Local Courier,
1971,560,2021-03-12,2023-12-05,,FedEx,
1972,847,2021-06-29,2021-06-09,,Local Courier,b5315b58-2271-4fa5-93bd-51df2a5dce8e
1973,2511,2020-04-24,2020-05-20,,FedEx,
1974,434,2020-04-05,2021-01-13,2023-07-28,UPS,f82ca43f-a21b-414d-addb-5cb79b9d8753
1975,946,2021-11-28,2021-01-08,,DHL,
1976,32,2023-03-09,2022-08-06,,DHL,
1977,1059,2023-01-03,2022-02-18,2022-01-21,Local Courier,
1978,2273,2023-08-26,2021-12-04,2020-08-02,USPS,
1979,2161,2023-08-13,2022-11-29,,Local Courier,
1980,2949,2022-03-13,2022-08-14,2022-12-03,Local Courier,
1981,50,2022-01-08,2023-06-24,2022-01-11,FedEx,
1982,1934,2023-10-06,2020-08-14,2022-11-22,Local Courier,
1983,631,2022-12-22,2023-07-10,,USPS,ae10e47d-2669-4858-ba92-2c2f32e94c13
1984,1107,2020-12-05,2023-07-10,2022-04-10,FedEx,a494f6cc-321d-466c-a055-923c00a9b2a4
1985,688,2021-10-26,2023-01-27,,Local Courier,cca79dad-1bec-42f0-bab0-67e19f0f6d21
1986,2296,2020-10-23,2020-10-04,,UPS,
1987,3035,2021-12-06,2022-08-10,,Local Courier,
1988,1390,2022-01-17,2023-11-28,2020-05-14,Local Courier,87d9396e-b395-4f3f-8073-a2004a7ccdf8
1989,1775,2020-12-18,2022-05-13,2021-02-19,FedEx,7bfbaefb-b94f-48ac-863b-ef3ef398ad38
1990,2082,2022-01-25,2023-11-10,,FedEx,2db50d29-c90e-4de7-a75c-173b22f43703
1991,387,2021-03-31,2020-02-24,2022-11-24,USPS,
1992,621,2020-11-05,2023-10-07,,Local Courier,b0f5cb87-b00e-478e-a673-4a8461919ac7
1993,169,2023-11-27,2021-06-11,2022-02-28,Local Courier,
1994,2175,2022-04-16,2021-07-04,2021-02-28,FedEx,
1995,762,2021-08-23,2021-09-17,,DHL,05711fab-fbed-4b18-95de-ae52d71d53f2
1996,2836,2022-08-18,2021-09-30,,FedEx,
1997,1687,2021-04-01,2022-02-07,2020-10-18,Local Courier,a0aee260-a4c8-4cb8-8c70-e5d9ccd90525
1998,1472,2020-09-17,2023-02-28,2021-03-14,UPS,
1999,358,2021-09-29,2021-06-13,2023-06-16,FedEx,
2000,1799,2022-10-19,2022-02-22,2021-08-17,UPS,
2001,284,2021-08-31,2021-09-30,2021-05-28,USPS,
2002,1014,2022-03-08,2022-01-31,,USPS,
2003,2436,2020-11-14,2020-02-13,,Local Courier,82d791a9-7a24-45dc-9148-940c6ff747a7
2004,371,2021-11-11,2023-09-18,,UPS,45b038d9-6a22-4403-8952-ec1ec4c92439
2005,2207,2022-03-31,2021-10-29,,USPS,
2006,37,2021-10-15,2023-12-27,,DHL,af1ae89a-488a-4d4d-ae8e-9b182494150a
2007,1280,2020-09-04,2023-07-21,,USPS,bddeac9c-135c-4a49-9ba1-7f9457d026e6
2008,322,2022-04-02,2020-05-23,,DHL,
2009,3030,2021-10-07,2021-04-02,,DHL,c3f48da3-d439-4bf7-b591-53a273edb896
2010,268,2020-10-01,2023-05-20,2021-11-13,Local Courier,cb5d821e-2228-4e35-8473-58dbce8aceba
2011,1793,2020-10-03,2020-01-11,2023-04-12,USPS,
2012,2005,2021-08-20,2021-12-02,,Local Courier,60aa2ede-78d5-4fc3-b04f-4b186f8db529
2013,1622,2023-04-18,2020-03-09,2022-08-12,DHL,
2014,1763,2023-04-18,2021-05-23,,USPS,
2015,1865,2022-02-09,2022-06-13,2022-02-21,DHL,84cfb4d3-efba-46ff-9e12-b334dd5b780e
2016,878,2020-06-20,2021-02-28,2021-07-30,DHL,030b47b3-23e3-4f52-aeaf-50144988861f
2017,2847,2020-12-13,2022-08-04,2022-03-19,FedEx,
2018,677,2021-05-29,2020-01-27,2023-11-26,UPS,
2019,2118,2020-04-17,2022-07-26,,USPS,4d8f3b34-e14e-4794-a57c-a9a5efb89757
2020,2374,2023-04-27,2021-04-27,2023-11-12,USPS,
2021,817,2020-05-07,2021-11-07,2020-02-03,DHL,
2022,2325,2023-10-14,2020-03-09,2022-09-26,Local Courier,
2023,2145,2022-11-22,2020-03-19,,USPS,
2024,1764,2021-06-05,2022-12-07,,UPS,519a7058-a01c-48d8-978f-8e6dd054e052
2025,1510,2023-06-21,2023-04-21,2022-09-14,USPS,62bde365-b40a-4f08-9e22-935db5b2a82a
2026,2027,2022-02-23,2023-07-25,2022-03-06,UPS,b945b74c-18a5-4202-adaf-a612b74465fd
2027,2332,2021-04-27,2020-10-09,2020-04-21,UPS,5b0550fb-0d02-4ee6-8d62-c2e62cf2fcbe
2028,1945,2021-01-15,2022-06-04,,UPS,
2029,1994,2022-02-05,2020-07-25,,DHL,6a6c187f-3b7c-406c-991b-27d03959458c
2030,1083,2021-11-10,2020-12-14,,USPS,
2031,1311,2020-04-15,2020-08-12,2022-05-17,DHL,c64c65a1-c635-42e3-94d6-016c1d8d9adc
2032,1158,2023-10-04,2021-06-02,,FedEx,
2033,2807,2021-07-22,2023-08-21,,DHL,
2034,2195,2021-03-16,2022-09-07,2022-04-04,FedEx,
2035,954,2022-04-05,2023-07-12,,UPS,9bc48247-df26-4731-ba5b-945cbb0dbfd2
2036,529,2023-10-25,2020-10-19,,UPS,
2037,1654,2023-09-20,2020-07-06,2021-12-13,USPS,c81668b5-b096-4e9c-88ea-a31411459705
2038,801,2023-11-25,2021-11-11,,DHL,ac479467-f5ef-41cf-8006-5880a513acfb
2039,1224,2021-02-05,2021-02-02,,FedEx,e8c6fcd4-4f09-4ee6-b945-b0cd7a8d5d84
2040,2016,2022-10-23,2022-12-19,,FedEx,f3f34edc-359f-47fd-b8e3-3bf72e4b159d
2041,1505,2023-08-10,2020-07-04,,USPS,
2042,1882,2023-07-22,2021-09-21,,UPS,a073440b-b2a8-4f5d-86f3-6b5de995f27c
2043,297,2020-06-17,2021-12-14,,DHL,75e7845b-236e-426f-afec-45ae5cb56d42
2044,1245,2022-06-10,2020-03-31,,USPS,
2045,2143,2023-06-25,2020-05-05,2021-11-28,DHL,520253e9-a620-4b9d-b6e0-56839e9fb4b5
2046,2782,2021-02-21,2022-05-06,,Local Courier,c7424a9a-ed2e-46a4-97f2-43bb70ce8f1d
2047,2670,2020-12-29,2022-11-08,,DHL,
2048,1026,2020-05-03,2022-02-10,,USPS,773c4504-f46e-4be9-a6a0-a7ddc341d887
2049,591,2021-04-10,2020-01-24,,UPS,
2050,1432,2020-05-31,2021-11-01,2023-07-25,FedEx,b2043567-bda4-4965-8295-328c3e073ae2
2051,2715,2022-10-17,2022-04-17,2023-10-24,FedEx,
2052,2359,2023-09-20,2023-10-15,2022-07-07,UPS,
2053,2496,2022-01-10,2022-09-24,2020-11-10,USPS,484aebe7-f2a8-4d2e-b752-69272b572521
2054,2581,2020-01-15,2022-06-03,,Local Courier,
2055,1129,2021-10-12,2023-07-22,2022-10-05,UPS,
2056,909,2020-06-07,2022-08-19,2021-11-01,USPS,
2057,775,2021-10-16,2020-01-25,2021-12-25,FedEx,
2058,755,2020-02-05,2022-12-25,2020-03-11,USPS,20f1d91e-a39a-49ee-967e-70db3d4a8de1
2059,26,2021-02-10,2023-08-31,2021-07-18,UPS,3210a37c-b554-4787-924f-8933ed0722d8
2060,2797,2021-12-03,2022-07-30,2022-08-16,USPS,
2061,1085,2020-06-18,2023-09-18,,UPS,4590c782-bcfc-4093-9f86-d015daa4d7a1
2062,2653,2022-09-22,2021-02-27,,DHL,9a91213b-7cd6-4222-8259-19a00d580a47
2063,2919,2020-07-19,2023-09-06,,DHL,55f42b44-0c54-4602-ac56-7c284308e8af
2064,2496,2020-05-19,2021-04-17,2020-02-24,UPS,91aa69d9-def0-4f0c-b39c-33e689443675
2065,450,2022-12-21,2020-01-19,2022-02-27,FedEx,
2066,336,2020-09-25,2021-01-05,2021-11-23,UPS,6198b2e6-ef56-4a86-8c2c-686db9311441
2067,207,2022-01-25,2022-02-12,,USPS,
2068,2526,2023-01-12,2021-09-03,,DHL,
2069,2291,2020-02-22,2020-11-11,,Local Courier,
2070,1935,2021-07-14,2021-11-08,,FedEx,
2071,2557,2021-09-28,2021-04-28,2021-02-19,DHL,ff1c1a3a-c055-4ac8-98e0-16a7087af875
2072,2910,2020-06-10,2020-04-05,,FedEx,0b49bbfd-edd6-41db-97e3-8b71750e3734
2073,1371,2021-04-23,2020-02-18,2020-01-18,Local Courier,e28f37df-c8c1-4eaf-92b0-f3350ff3511d
2074,494,2023-02-24,2020-08-14,2023-09-02,Local Courier,7fddf443-1233-43ea-a12e-23ffad76ca31
2075,1986,2022-08-02,2020-09-01,,FedEx,
2076,872,2023-09-17,2022-03-03,,UPS,87fa4d63-a1b0-471a-a879-72bb7c249886
2077,99,2023-11-23,2023-03-06,2022-11-10,Local Courier,
2078,1812,2020-01-12,2022-12-31,,UPS,45379875-681c-4527-bd43-381af29eafbd
2079,822,2020-09-02,2021-05-14,2020-06-11,DHL,
2080,1844,2022-05-07,2021-01-01,2023-05-22,USPS,ba18b6b3-4638-4ab8-99a6-90c0835a0ed1
2081,2751,2021-01-07,2022-03-25,,Local Courier,07a33fa5-be78-4795-b005-7149edcc9623
2082,201,2022-12-23,2022-06-15,2022-06-22,Local Courier,
2083,240,2022-02-07,2023-09-15,2023-06-29,UPS,c7f6f062-f908-4a4d-9bc1-03c31554bbd1
2084,1782,2020-03-14,2020-09-25,,FedEx,
2085,1170,2022-12-10,2023-12-25,2023-07-04,USPS,
2086,1866,2022-11-19,2023-09-24,2023-11-07,UPS,
2087,1389,2022-09-25,2023-09-06,,UPS,
2088,336,2023-08-19,2023-12-03,,Local Courier,
2089,528,2022-06-14,2021-01-23,2020-01-26,Local Courier,6a338e54-2e6d-4c7c-99a5-2e3db2051bb5
2090,171,2022-08-30,2023-04-07,,USPS,
2091,2427,2023-01-30,2021-07-20,,FedEx,
2092,1555,2023-11-30,2021-07-22,,DHL,
2093,772,2020-03-07,2023-01-22,,UPS,
2094,253,2023-09-25,2022-01-17,2020-10-28,USPS,
2095,2251,2023-07-19,2023-03-29,2020-03-29,Local Courier,6c61ba4c-2d49-43fd-916a-7f81d9d79cae
2096,2199,2020-11-03,2020-05-24,2022-01-06,Local Courier,e7ebbe2b-3695-43d2-8d6c-d6b1d7751d4d
2097,1585,2020-08-01,2020-05-10,2023-04-01,UPS,8ecc2a4a-dd92-4a58-a7ea-a9896bcf6a67
2098,2624,2021-12-24,2023-04-08,2021-01-17,UPS,
2099,2020,2022-05-25,2020-08-13,,UPS,04d32913-fc26-4e0c-b057-b884b3721fcb
2100,2482,2023-01-22,2022-07-15,,FedEx,ec00dfae-9fa0-49f9-8c30-c58effc76d6a
2101,466,2022-01-22,2020-12-22,,USPS,
2102,134,2020-12-19,2021-06-27,,USPS,
2103,405,2022-05-25,2023-12-01,,FedEx,3ac624be-64ea-4281-bf51-cd35ed1168fb
2104,1145,2022-04-30,2020-10-29,,UPS,
2105,326,2020-07-19,2020-02-07,2023-07-04,FedEx,c7be5f9c-8c62-4494-94d9-1238c330816c
2106,740,2020-08-02,2020-10-21,2020-10-02,DHL,c8d5d0f9-0b06-4541-98fb-d0784df38487
2107,1159,2020-08-29,2021-01-10,,DHL,ab7a57b3-ffa6-4822-acaf-db8704f9c63c
2108,1586,2020-01-31,2023-12-03,,FedEx,e3f9d9b7-49ea-4a32-97da-5f8be2c75947
2109,2446,2021-11-09,2021-08-24,,Local Courier,
2110,1078,2021-03-09,2023-02-09,2023-08-24,Local Courier,747fcd4f-2b88-4f24-89b6-5d787cf3df1b
2111,2234,2022-06-07,2022-05-10,2020-12-10,Local Courier,
2112,492,2022-07-15,2020-03-13,2023-04-02,DHL,
2113,2022,2022-01-03,2022-06-22,,USPS,204146e9-fc7f-439c-a6ad-c6dd7dcc6b8a
2114,1084,2023-02-15,2023-10-04,,USPS,
2115,1590,2023-03-11,2021-05-24,,Local Courier,
2116,860,2022-04-11,2023-11-20,2021-02-06,DHL,
2117,1773,2023-12-18,2022-12-10,2022-04-05,Local Courier,59955cca-b419-4e16-b26a-d985a8eaf121
2118,233,2023-05-14,2020-09-20,,UPS,fdec21e4-c8ec-48da-a3ff-08293eff0984
2119,963,2021-09-25,2022-05-05,,UPS,22b510d0-e58d-41e2-af34-ce94737a561c
2120,926,2020-10-09,2020-10-25,,DHL,
2121,1372,2022-07-24,2020-08-13,,Local Courier,b5fa50f7-3f2d-4e8a-a628-cf5701e4b0d7
2122,1180,2022-06-15,2022-10-19,2023-08-26,FedEx,
2123,1320,2020-06-15,2021-05-26,2023-01-02,FedEx,
2124,2368,2020-11-24,2022-10-16,,UPS,74d37e95-d5dd-4325-a9f5-80e118d26cf1
2125,641,2023-01-14,2023-09-04,2021-11-25,UPS,e2472472-5500-4455-846a-e3ecdd93edfe
2126,2720,2022-08-23,2021-04-20,2020-07-10,DHL,
2127,2046,2022-07-19,2023-05-18,,UPS,a26d4635-72a5-4ed4-955b-3261cdca886b
2128,1106,2023-09-07,2021-08-18,2022-04-11,UPS,e333a047-d1b4-47ca-8ec2-8b7554465490
2129,1149,2020-01-16,2020-01-04,,UPS,72d3c9d2-0755-449d-9a77-64e539a5e260
2130,1246,2023-03-23,2020-07-22,,UPS,
2131,2056,2020-10-04,2021-04-30,2020-06-19,FedEx,0f4016ba-228c-481d-8896-1f8928264f6b
2132,2745,2020-06-28,2023-02-12,2021-01-08,UPS,6785d4ac-9fc5-4cf7-9f51-5af72ef821d3
2133,3042,2023-06-30,2021-11-04,,DHL,995cf842-2a26-43eb-a3bc-fe8170edb15a
2134,1237,2020-11-16,2022-12-31,2020-06-10,Local Courier,
2135,975,2021-11-29,2021-09-13,,DHL,
2136,554,2021-11-22,2021-05-29,2022-03-05,USPS,
2137,2761,2023-04-28,2021-05-13,,UPS,
2138,1130,2023-02-07,2021-03-07,2020-01-21,UPS,4868e967-b951-43f6-893d-d112bad63a49
2139,851,2022-11-16,2022-10-03,2022-09-18,DHL,
2140,666,2021-12-13,2022-12-12,2020-10-09,Local Courier,
2141,2335,2021-07-12,2023-07-20,2021-12-05,USPS,
2142,186,2022-06-23,2021-09-20,2022-06-29,Local Courier,99dab1d1-f781-40bd-8fce-9f0eae3237b5
2143,1733,2023-09-02,2021-05-11,2020-08-25,Local Courier,
2144,1699,2021-04-17,2022-01-14,2020-05-30,FedEx,a4452ba4-ad0c-4969-b77e-81212a20c28a
2145,1968,2023-08-09,2020-02-22,2023-08-16,USPS,fa44679c-de59-4f66-91f5-30e905d38ad7
2146,215,2020-05-09,2020-04-08,2022-10-15,USPS,
2147,2197,2022-04-20,2022-06-23,2020-07-12,Local Courier,671a588a-12a4-44de-ae20-5c2a3675e3f1
2148,2793,2022-07-15,2022-08-06,,Local Courier,bfe83ed6-58d6-490e-82f0-56d8b5613cb2
2149,1123,2021-09-08,2021-03-05,,USPS,
2150,723,2021-01-02,2021-12-20,,UPS,
2151,1056,2021-07-26,2023-04-17,2022-03-18,FedEx,8c0ea326-a9a8-4252-8405-58dadeed94e7
2152,173,2022-04-15,2020-07-16,2021-03-30,Local Courier,
2153,2606,2023-06-13,2021-02-04,,DHL,
2154,319,2023-08-07,2023-06-04,2023-12-05,Local Courier,429ff0c2-5d19-4c40-be23-2ab9fb19d9f1
2155,547,2020-09-06,2023-10-23,2020-10-02,DHL,
2156,2743,2022-06-14,2021-01-18,,USPS,41067005-1ce5-4f94-a8de-443b5bf69e7d
2157,2990,2021-02-22,2021-01-05,,DHL,
2158,627,2022-11-21,2022-12-31,2021-04-14,FedEx,686b7270-656d-45ef-996d-f26f40592241
2159,2577,2021-02-26,2021-05-25,,DHL,
2160,49,2020-10-12,2022-03-01,2022-03-22,DHL,
2161,2954,2020-06-08,2022-11-14,,Local Courier,
2162,71,2022-10-12,2022-08-31,,FedEx,45794a3b-a9b5-4a62-a443-3c8a83d63688
2163,715,2020-10-28,2022-10-02,,DHL,
2164,2256,2023-09-24,2023-06-07,,FedEx,ffe11b89-b0d2-45c5-a08b-1914aa8357bf
2165,48,2020-07-07,2022-08-10,2020-12-25,UPS,8c1ea865-a39a-4e60-a605-e298525191ed
2166,1109,2020-04-08,2021-06-19,,Local Courier,49f27ecb-4a21-4345-ab0d-62fa684b8e99
2167,2454,2022-09-04,2020-11-30,,FedEx,3780d895-7e88-4f7f-81c7-9cf750030cc8
2168,689,2021-04-14,2020-03-09,,USPS,12274c00-5318-477f-b2e2-720a5f84606d
2169,1502,2021-02-03,2022-11-29,2022-10-20,Local Courier,
2170,1604,2021-12-12,2021-12-23,2023-02-15,Local Courier,
2171,12,2022-12-05,2021-09-26,2020-11-07,FedEx,611207a6-df3e-47fe-b584-c7a698a624e3
2172,550,2023-08-18,2020-04-30,2023-07-08,USPS,
2173,1789,2022-04-22,2022-05-21,,UPS,
2174,1418,2023-07-02,2021-10-10,2020-02-16,FedEx,
2175,1900,2022-09-19,2020-03-22,,UPS,266286ec-df0c-4c7e-9f33-28cbaf3839a5
2176,780,2020-11-24,2023-05-03,2020-02-20,USPS,3de5ebc6-2238-4778-891c-13e1fd5ba972
2177,343,2022-05-07,2020-07-29,,FedEx,
2178,1975,2023-12-10,2023-11-05,,USPS,7f826894-e003-4af2-a3fe-be059c3a93be
2179,1536,2023-10-24,2020-09-13,,FedEx,fd60c944-ae73-4c56-8801-e7a2017c502a
2180,2678,2021-07-20,2023-07-16,2022-11-20,DHL,f636c2d2-66e9-40c4-8e27-4e3e3e94cde0
2181,950,2022-07-08,2023-11-10,2023-04-01,Local Courier,d31a0d73-1a4e-41a0-baf5-cf58ef40a3ad
2182,127,2023-06-06,2022-05-30,2022-10-26,FedEx,b8fda6c7-0f07-49cc-ad33-b723b67e705f
2183,52,2020-12-11,2022-05-18,2023-03-13,USPS,
2184,1561,2021-08-03,2021-08-27,,UPS,
2185,498,2020-05-05,2022-06-12,,DHL,10c61516-74be-45a7-b757-8aaccec3b5f9
2186,2900,2020-10-21,2020-03-18,,FedEx,
2187,2067,2021-12-23,2022-03-22,2021-10-25,DHL,
2188,2392,2023-07-25,2022-12-09,,USPS,3f2e35ad-4cbb-42fc-8092-118b6cd59ebe
2189,69,2020-01-28,2021-11-12,2021-12-13,DHL,
2190,2967,2020-09-11,2022-01-24,2021-11-28,UPS,
2191,2302,2020-08-11,2023-08-10,2022-01-05,DHL,
2192,900,2021-11-05,2020-09-04,2022-06-11,UPS,
2193,342,2020-10-13,2020-02-27,,FedEx,e0bf8575-36b2-4621-8883-472d6b22dfd7
2194,1946,2023-11-17,2023-07-06,2020-02-26,Local Courier,
2195,631,2023-09-02,2021-12-11,2023-11-02,UPS,
2196,2641,2022-12-13,2022-03-11,,Local Courier,b337dcff-0e54-4cff-a843-5f481c8dc5c4
2197,2647,2021-07-30,2020-01-23,,USPS,
2198,1781,2022-04-06,2022-10-06,,Local Courier,86dcb73c-ee37-4f40-bd53-b011694afe41
2199,2320,2022-10-30,2021-04-01,2020-04-23,USPS,
2200,725,2023-06-28,2022-04-06,2020-11-08,UPS,6b33aa84-75ac-4735-bd05-e6e433076bb2
2201,2598,2020-09-22,2022-04-12,2022-06-22,DHL,df9aaf9e-e4b2-4fc7-b3d9-2fda381c396f
2202,1357,2022-12-28,2020-04-12,2020-09-20,DHL,
2203,1455,2020-03-02,2023-09-18,2023-06-06,Local Courier,afc588e8-53cf-4563-b9c8-ccb983ac6707
2204,1719,2021-10-12,2022-06-23,2020-05-26,FedEx,
2205,416,2022-01-12,2020-11-08,,DHL,19529e16-3a43-479d-8e73-9257cd8cd4ed
2206,395,2021-08-09,2020-05-28,,UPS,
2207,856,2022-12-03,2022-12-08,,Local Courier,872ac499-7128-4ae6-a595-cb11f0d81800
2208,2348,2020-05-18,2022-08-29,2021-10-30,DHL,8403d5ff-8ad3-4bd6-b4f8-a3d229febf55
2209,448,2023-02-01,2021-05-12,2021-12-17,FedEx,dc5db52b-286b-4f5a-894b-e8d07ec6416b
2210,2524,2020-05-11,2023-06-21,,UPS,
2211,2716,2021-07-20,2020-05-10,2022-03-16,DHL,9af7e82d-ab90-401b-ad83-ad246d84c36c
2212,2261,2021-07-20,2023-05-20,2023-04-01,FedEx,aaad6b10-5a6c-4671-bdae-f97fecfd3161
2213,2492,2021-10-04,2020-11-16,,DHL,ba36dc65-0947-4ab2-b83d-38e7037a5cea
2214,2697,2022-07-18,2023-08-02,2020-08-20,Local Courier,ad0fb12d-ed91-4ba4-a6b3-782b23334918
2215,1658,2022-05-11,2021-04-18,,Local Courier,df25faf2-a6ac-471d-9252-294b4b1395fa
2216,1442,2023-06-27,2022-03-01,2023-12-27,FedEx,
2217,1147,2020-11-05,2020-09-03,,USPS,b317de49-b203-4c72-9926-1c8a0e1bc18d
2218,768,2022-10-05,2021-05-31,2022-01-08,DHL,3cb4fbe0-9cf1-4fd7-803d-bd2483a4d2dd
